date,restaurant_id,city,restaurant_type,weekday_name,revenue,predicted_revenue,orders,staff_hours,recommended_staff_hours,staffing_gap_hours,personnel_cost_ratio,predicted_personnel_cost_ratio,productivity_per_hour,absolute_percentage_error,anomaly_flag,priority,recommendation
2024-12-30,R0026,Frankfurt,casual_dining,Monday,4237.7,3945.84,292,77.16,53.12,-24.04,0.2372,0.1754,54.92,6.89,0,High,Review potential overstaffing and reduce planned hours
2024-12-30,R0029,Karlsruhe,coffee_shop,Monday,5545.19,3948.68,375,77.72,52.27,-25.45,0.2517,0.2377,71.35,28.79,1,High,Review potential overstaffing and reduce planned hours
2024-12-30,R0032,Heidelberg,family_restaurant,Monday,3573.41,3198.4,301,68.49,41.16,-27.33,0.2383,0.1601,52.18,10.49,0,High,Review potential overstaffing and reduce planned hours
2024-12-30,R0040,Darmstadt,fast_food,Monday,4138.2,3446.91,290,60.34,43.78,-16.56,0.2748,0.2393,68.58,16.71,0,High,Review potential overstaffing and reduce planned hours
2024-12-30,R0042,Freiburg,casual_dining,Monday,4790.33,6872.01,268,61.11,92.52,31.41,0.1705,0.18,78.39,43.46,1,High,Increase planned staff hours for expected demand
2024-12-30,R0047,Darmstadt,fast_food,Monday,3938.8,3562.61,275,61.41,45.25,-16.16,0.2586,0.2107,64.14,9.55,0,High,Review potential overstaffing and reduce planned hours
2024-12-30,R0057,Heidelberg,family_restaurant,Monday,4926.18,4806.66,267,40.12,61.86,21.74,0.1352,0.2136,122.78,2.43,0,High,Increase planned staff hours for expected demand
2024-12-29,R0004,Freiburg,fast_food,Sunday,5682.87,4936.23,399,79.88,62.69,-17.19,0.2114,0.191,71.14,13.14,0,High,Review potential overstaffing and reduce planned hours
2024-12-29,R0007,Freiburg,casual_dining,Sunday,5204.41,4616.63,362,76.74,62.16,-14.58,0.1976,0.1804,67.82,11.29,0,High,Review potential overstaffing and reduce planned hours
2024-12-29,R0011,Stuttgart,fast_food,Sunday,4768.82,4775.82,460,86.04,60.65,-25.39,0.3233,0.2276,55.42,0.15,0,High,Review potential overstaffing and reduce planned hours
2024-12-29,R0017,Freiburg,coffee_shop,Sunday,2437.23,3662.47,278,32.18,48.48,16.3,0.1907,0.1911,75.74,50.27,1,High,Increase planned staff hours for expected demand
2024-12-29,R0019,Stuttgart,fast_food,Sunday,4050.68,3289.82,326,63.08,41.78,-21.3,0.2701,0.2202,64.21,18.78,0,High,Review potential overstaffing and reduce planned hours
2024-12-29,R0023,Heidelberg,fast_food,Sunday,4620.43,5772.55,323,52.49,73.31,20.82,0.1862,0.2081,88.03,24.94,0,High,Increase planned staff hours for expected demand
2024-12-29,R0026,Frankfurt,casual_dining,Sunday,4779.34,6968.8,378,92.42,93.82,1.4,0.2519,0.1754,51.72,45.81,1,High,Check forecast deviation and possible local event/anomaly
2024-12-29,R0027,Heidelberg,fast_food,Sunday,2291.7,3929.31,217,15.19,49.9,34.71,0.1004,0.1924,150.9,71.46,1,High,Increase planned staff hours for expected demand
2024-12-29,R0031,Stuttgart,fast_food,Sunday,4639.64,4886.02,346,45.03,62.05,17.02,0.1466,0.1919,103.03,5.31,0,High,Increase planned staff hours for expected demand
2024-12-29,R0040,Darmstadt,fast_food,Sunday,5968.49,4518.3,399,81.84,57.38,-24.46,0.2584,0.2393,72.93,24.3,1,High,Review potential overstaffing and reduce planned hours
2024-12-29,R0043,Stuttgart,delivery_focused,Sunday,6464.66,5037.83,356,98.89,58.36,-40.53,0.2092,0.1585,65.38,22.07,1,High,Review potential overstaffing and reduce planned hours
2024-12-29,R0045,Karlsruhe,delivery_focused,Sunday,3778.41,3131.24,205,57.02,36.27,-20.75,0.1853,0.1422,66.27,17.13,0,High,Review potential overstaffing and reduce planned hours
2024-12-29,R0050,Karlsruhe,delivery_focused,Sunday,3317.78,3454.59,224,24.01,40.02,16.01,0.1104,0.1768,138.19,4.12,0,High,Increase planned staff hours for expected demand
2024-12-29,R0055,Darmstadt,fast_food,Sunday,2293.9,2046.99,179,41.71,26.0,-15.71,0.3604,0.2517,54.99,10.76,0,High,Review potential overstaffing and reduce planned hours
2024-12-29,R0056,Darmstadt,casual_dining,Sunday,4681.28,3075.33,341,63.53,41.4,-22.13,0.1746,0.1733,73.69,34.31,1,High,Review potential overstaffing and reduce planned hours
2024-12-29,R0057,Heidelberg,family_restaurant,Sunday,5571.83,5310.93,388,46.51,68.35,21.84,0.1386,0.2136,119.79,4.68,0,High,Increase planned staff hours for expected demand
2024-12-29,R0058,Freiburg,coffee_shop,Sunday,7555.99,6912.34,548,123.4,91.51,-31.89,0.2559,0.2074,61.23,8.52,0,High,Review potential overstaffing and reduce planned hours
2024-12-28,R0006,Freiburg,fast_food,Saturday,7463.48,5531.33,376,113.97,70.25,-43.72,0.2212,0.1839,65.48,25.89,1,High,Review potential overstaffing and reduce planned hours
2024-12-28,R0007,Freiburg,casual_dining,Saturday,6981.34,5330.17,501,114.95,71.76,-43.19,0.2206,0.1804,60.73,23.65,1,High,Review potential overstaffing and reduce planned hours
2024-12-28,R0008,Mannheim,coffee_shop,Saturday,4600.13,5819.79,317,48.44,77.04,28.6,0.1457,0.1832,94.97,26.51,1,High,Increase planned staff hours for expected demand
2024-12-28,R0010,Mannheim,delivery_focused,Saturday,4182.85,3170.62,381,50.8,36.73,-14.07,0.1785,0.1703,82.34,24.2,0,High,Review potential overstaffing and reduce planned hours
2024-12-28,R0011,Stuttgart,fast_food,Saturday,6566.88,5864.5,542,99.95,74.48,-25.47,0.2728,0.2276,65.7,10.7,0,High,Review potential overstaffing and reduce planned hours
2024-12-28,R0014,Karlsruhe,fast_food,Saturday,5773.59,4553.82,402,82.62,57.83,-24.79,0.2465,0.2188,69.88,21.13,0,High,Review potential overstaffing and reduce planned hours
2024-12-28,R0020,Frankfurt,fast_food,Saturday,3273.86,3011.57,296,62.47,38.25,-24.22,0.3359,0.2235,52.4,8.01,0,High,Review potential overstaffing and reduce planned hours
2024-12-28,R0021,Heidelberg,coffee_shop,Saturday,5045.05,3530.36,478,62.0,46.73,-15.27,0.1927,0.2076,81.38,30.02,1,High,Review potential overstaffing and reduce planned hours
2024-12-28,R0026,Frankfurt,casual_dining,Saturday,6386.28,6097.61,438,130.04,82.1,-47.94,0.2652,0.1754,49.11,4.52,0,High,Review potential overstaffing and reduce planned hours
2024-12-28,R0029,Karlsruhe,coffee_shop,Saturday,5230.63,5992.72,429,62.33,79.33,17.0,0.214,0.2378,83.91,14.57,0,High,Increase planned staff hours for expected demand
2024-12-28,R0031,Stuttgart,fast_food,Saturday,4624.7,5107.26,339,50.44,64.86,14.42,0.1648,0.1919,91.69,10.43,0,High,Increase planned staff hours for expected demand
2024-12-28,R0032,Heidelberg,family_restaurant,Saturday,5249.93,4004.5,406,72.67,51.53,-21.14,0.1721,0.1601,72.24,23.72,0,High,Review potential overstaffing and reduce planned hours
2024-12-28,R0039,Mannheim,delivery_focused,Saturday,7003.9,6329.96,625,101.82,73.32,-28.5,0.2264,0.1805,68.79,9.62,0,High,Review potential overstaffing and reduce planned hours
2024-12-28,R0048,Heidelberg,fast_food,Saturday,1410.21,2253.19,117,17.52,28.62,11.1,0.1843,0.1884,80.47,59.78,1,High,Increase planned staff hours for expected demand
2024-12-28,R0055,Darmstadt,fast_food,Saturday,2084.88,2897.42,154,35.98,36.8,0.82,0.342,0.2517,57.95,38.97,1,High,Investigate high personnel cost ratio
2024-12-28,R0058,Freiburg,coffee_shop,Saturday,8687.55,7561.33,637,144.49,100.1,-44.39,0.2606,0.2074,60.13,12.96,0,High,Review potential overstaffing and reduce planned hours
2024-12-27,R0001,Karlsruhe,casual_dining,Friday,6021.95,5615.94,340,96.73,75.61,-21.12,0.1928,0.1616,62.25,6.74,0,High,Review potential overstaffing and reduce planned hours
2024-12-27,R0007,Freiburg,casual_dining,Friday,5760.27,5075.96,360,88.74,68.34,-20.4,0.2064,0.1804,64.91,11.88,0,High,Review potential overstaffing and reduce planned hours
2024-12-27,R0009,Heidelberg,fast_food,Friday,4496.59,4991.36,330,48.94,63.39,14.45,0.1872,0.2184,91.88,11.0,0,High,Increase planned staff hours for expected demand
2024-12-27,R0011,Stuttgart,fast_food,Friday,5588.84,5244.96,482,84.34,66.61,-17.73,0.2704,0.2276,66.27,6.15,0,High,Review potential overstaffing and reduce planned hours
2024-12-27,R0026,Frankfurt,casual_dining,Friday,5725.56,5865.05,419,101.33,78.96,-22.37,0.2305,0.1754,56.5,2.44,0,High,Review potential overstaffing and reduce planned hours
2024-12-27,R0031,Stuttgart,fast_food,Friday,5816.85,4592.93,349,76.16,58.33,-17.83,0.1978,0.1919,76.38,21.04,0,High,Review potential overstaffing and reduce planned hours
2024-12-27,R0037,Mannheim,casual_dining,Friday,2651.51,3645.69,235,38.69,49.08,10.39,0.2775,0.2561,68.53,37.49,1,High,Increase planned staff hours for expected demand
2024-12-27,R0039,Mannheim,delivery_focused,Friday,4540.64,3757.95,439,61.65,43.53,-18.12,0.2115,0.1805,73.65,17.24,0,High,Review potential overstaffing and reduce planned hours
2024-12-27,R0042,Freiburg,casual_dining,Friday,10097.54,10239.96,505,119.5,137.87,18.37,0.1582,0.18,84.5,1.41,0,High,Increase planned staff hours for expected demand
2024-12-27,R0043,Stuttgart,delivery_focused,Friday,4087.25,5732.34,287,61.33,66.4,5.07,0.2052,0.1585,66.64,40.25,1,High,Check forecast deviation and possible local event/anomaly
2024-12-27,R0045,Karlsruhe,delivery_focused,Friday,4373.64,3060.36,230,64.75,35.45,-29.3,0.1818,0.1422,67.54,30.03,1,High,Review potential overstaffing and reduce planned hours
2024-12-27,R0049,Heidelberg,coffee_shop,Friday,4985.28,3485.11,364,64.92,46.14,-18.78,0.2133,0.2169,76.79,30.09,1,High,Review potential overstaffing and reduce planned hours
2024-12-27,R0050,Karlsruhe,delivery_focused,Friday,4587.18,3322.19,283,55.1,38.48,-16.62,0.1833,0.1768,83.24,27.58,1,High,Review potential overstaffing and reduce planned hours
2024-12-27,R0053,Mannheim,delivery_focused,Friday,3276.91,4691.12,302,42.47,54.34,11.87,0.1975,0.1765,77.15,43.16,1,High,Increase planned staff hours for expected demand
2024-12-27,R0054,Heidelberg,casual_dining,Friday,2554.4,3549.51,391,31.38,47.79,16.41,0.1831,0.2007,81.41,38.96,1,High,Increase planned staff hours for expected demand
2024-12-27,R0055,Darmstadt,fast_food,Friday,2658.3,2231.85,162,54.31,28.34,-25.97,0.4049,0.2517,48.94,16.04,0,High,Review potential overstaffing and reduce planned hours
2024-12-27,R0057,Heidelberg,family_restaurant,Friday,6132.91,5904.13,403,47.8,75.98,28.18,0.1294,0.2136,128.32,3.73,0,High,Increase planned staff hours for expected demand
2024-12-27,R0058,Freiburg,coffee_shop,Friday,7034.39,5375.0,606,85.55,71.15,-14.4,0.1905,0.2074,82.22,23.59,1,High,Review potential overstaffing and reduce planned hours
2024-12-27,R0059,Darmstadt,fast_food,Friday,3142.76,3971.86,242,35.71,50.44,14.73,0.2094,0.234,88.02,26.38,1,High,Increase planned staff hours for expected demand
2024-12-27,R0060,Heidelberg,coffee_shop,Friday,4278.6,3924.92,411,69.67,51.96,-17.71,0.2497,0.2029,61.41,8.27,0,High,Review potential overstaffing and reduce planned hours
2024-12-26,R0002,Heidelberg,delivery_focused,Thursday,2005.87,2887.41,153,17.0,33.45,16.45,0.1133,0.1549,117.99,43.95,1,High,Increase planned staff hours for expected demand
2024-12-26,R0003,Darmstadt,coffee_shop,Thursday,2984.49,3607.89,238,31.75,47.76,16.01,0.142,0.1767,94.01,20.89,0,High,Increase planned staff hours for expected demand
2024-12-26,R0011,Stuttgart,fast_food,Thursday,4335.21,3775.41,340,70.39,47.95,-22.44,0.291,0.2276,61.59,12.91,0,High,Review potential overstaffing and reduce planned hours
2024-12-26,R0016,Heidelberg,fast_food,Thursday,1344.25,2407.03,101,21.46,30.57,9.11,0.2287,0.182,62.63,79.06,1,High,Increase planned staff hours for expected demand
2024-12-26,R0026,Frankfurt,casual_dining,Thursday,3864.4,3660.33,268,65.46,49.28,-16.18,0.2207,0.1754,59.03,5.28,0,High,Review potential overstaffing and reduce planned hours
2024-12-26,R0027,Heidelberg,fast_food,Thursday,1635.79,2217.0,158,22.64,28.16,5.52,0.2097,0.1924,72.25,35.53,1,High,Check forecast deviation and possible local event/anomaly
2024-12-26,R0032,Heidelberg,family_restaurant,Thursday,3612.18,3756.37,322,62.51,48.34,-14.17,0.2152,0.1601,57.79,3.99,0,High,Review potential overstaffing and reduce planned hours
2024-12-26,R0038,Freiburg,coffee_shop,Thursday,1047.8,1417.38,71,16.55,18.76,2.21,0.2115,0.1772,63.32,35.27,1,High,Check forecast deviation and possible local event/anomaly
2024-12-26,R0041,Freiburg,fast_food,Thursday,2051.42,3187.13,154,20.42,40.48,20.06,0.1273,0.1624,100.48,55.36,1,High,Increase planned staff hours for expected demand
2024-12-26,R0042,Freiburg,casual_dining,Thursday,5719.06,7801.15,336,82.13,105.03,22.9,0.192,0.18,69.63,36.41,1,High,Increase planned staff hours for expected demand
2024-12-26,R0046,Frankfurt,delivery_focused,Thursday,2428.4,3492.44,217,28.49,40.45,11.96,0.1711,0.1689,85.22,43.82,1,High,Increase planned staff hours for expected demand
2024-12-26,R0052,Stuttgart,family_restaurant,Thursday,1481.84,2014.23,102,21.83,25.92,4.09,0.2451,0.2141,67.88,35.93,1,High,Check forecast deviation and possible local event/anomaly
2024-12-26,R0054,Heidelberg,casual_dining,Thursday,1765.9,2385.16,198,19.54,32.11,12.57,0.1649,0.2007,90.38,35.07,1,High,Increase planned staff hours for expected demand
2024-12-26,R0057,Heidelberg,family_restaurant,Thursday,4881.66,4706.06,280,37.22,60.56,23.34,0.1265,0.2136,131.17,3.6,0,High,Increase planned staff hours for expected demand
2024-12-25,R0002,Heidelberg,delivery_focused,Wednesday,2140.1,3032.67,170,27.27,35.13,7.86,0.1704,0.1549,78.47,41.71,1,High,Check forecast deviation and possible local event/anomaly
2024-12-25,R0003,Darmstadt,coffee_shop,Wednesday,2458.47,3722.71,173,28.25,49.28,21.03,0.1534,0.1767,87.03,51.42,1,High,Increase planned staff hours for expected demand
2024-12-25,R0011,Stuttgart,fast_food,Wednesday,3729.46,3690.02,338,64.93,46.86,-18.07,0.312,0.2276,57.44,1.06,0,High,Review potential overstaffing and reduce planned hours
2024-12-25,R0013,Frankfurt,casual_dining,Wednesday,1915.81,2705.2,169,28.81,36.42,7.61,0.1851,0.1657,66.5,41.2,1,High,Check forecast deviation and possible local event/anomaly
2024-12-25,R0016,Heidelberg,fast_food,Wednesday,1370.61,1853.28,100,14.96,23.54,8.58,0.1564,0.182,91.63,35.22,1,High,Increase planned staff hours for expected demand
2024-12-25,R0021,Heidelberg,coffee_shop,Wednesday,1442.19,2350.65,144,16.27,31.12,14.85,0.1769,0.2076,88.62,62.99,1,High,Increase planned staff hours for expected demand
2024-12-25,R0023,Heidelberg,fast_food,Wednesday,2928.69,3389.77,205,25.84,43.05,17.21,0.1447,0.2082,113.32,15.74,0,High,Increase planned staff hours for expected demand
2024-12-25,R0024,Mannheim,coffee_shop,Wednesday,1556.38,2145.84,147,25.62,28.41,2.79,0.2391,0.1924,60.74,37.87,1,High,Check forecast deviation and possible local event/anomaly
2024-12-25,R0026,Frankfurt,casual_dining,Wednesday,3742.46,4007.72,250,68.19,53.96,-14.23,0.2373,0.1754,54.88,7.09,0,High,Review potential overstaffing and reduce planned hours
2024-12-25,R0027,Heidelberg,fast_food,Wednesday,2162.9,2817.55,191,20.55,35.78,15.23,0.144,0.1924,105.23,30.27,1,High,Increase planned staff hours for expected demand
2024-12-25,R0030,Darmstadt,fast_food,Wednesday,1654.49,2249.86,133,21.07,28.57,7.5,0.2652,0.2644,78.51,35.99,1,High,Check forecast deviation and possible local event/anomaly
2024-12-25,R0036,Darmstadt,fast_food,Wednesday,2314.38,3156.82,239,23.76,40.09,16.33,0.1362,0.1684,97.4,36.4,1,High,Increase planned staff hours for expected demand
2024-12-25,R0055,Darmstadt,fast_food,Wednesday,2161.01,1692.88,122,45.28,21.5,-23.78,0.4152,0.2517,47.73,21.66,0,High,Review potential overstaffing and reduce planned hours
2024-12-25,R0057,Heidelberg,family_restaurant,Wednesday,3765.64,4679.37,224,30.93,60.22,29.29,0.1363,0.2136,121.73,24.26,0,High,Increase planned staff hours for expected demand
2024-12-24,R0001,Karlsruhe,casual_dining,Tuesday,5307.51,4277.36,362,91.31,57.59,-33.72,0.2064,0.1616,58.13,19.41,0,High,Review potential overstaffing and reduce planned hours
2024-12-24,R0011,Stuttgart,fast_food,Tuesday,4619.03,4037.92,380,83.2,51.28,-31.92,0.3228,0.2276,55.52,12.58,0,High,Review potential overstaffing and reduce planned hours
2024-12-24,R0019,Stuttgart,fast_food,Tuesday,2008.34,2742.81,197,31.14,34.83,3.69,0.2689,0.2202,64.49,36.57,1,High,Check forecast deviation and possible local event/anomaly
2024-12-24,R0020,Frankfurt,fast_food,Tuesday,2172.66,1769.46,169,37.69,22.47,-15.22,0.3053,0.2235,57.64,18.56,0,High,Review potential overstaffing and reduce planned hours
2024-12-24,R0023,Heidelberg,fast_food,Tuesday,3280.1,4270.49,229,30.52,54.24,23.72,0.1525,0.2082,107.47,30.19,1,High,Increase planned staff hours for expected demand
2024-12-24,R0026,Frankfurt,casual_dining,Tuesday,3883.58,4472.72,268,80.81,60.22,-20.59,0.2711,0.1754,48.06,15.17,0,High,Review potential overstaffing and reduce planned hours
2024-12-24,R0029,Karlsruhe,coffee_shop,Tuesday,5638.81,3977.21,337,79.01,52.65,-26.36,0.2516,0.2378,71.36,29.47,1,High,Review potential overstaffing and reduce planned hours
2024-12-24,R0030,Darmstadt,fast_food,Tuesday,3370.45,2675.35,261,52.9,33.98,-18.92,0.3268,0.2644,63.71,20.62,0,High,Review potential overstaffing and reduce planned hours
2024-12-24,R0032,Heidelberg,family_restaurant,Tuesday,3002.42,3671.66,317,32.61,47.25,14.64,0.1351,0.1601,92.08,22.29,0,High,Increase planned staff hours for expected demand
2024-12-24,R0043,Stuttgart,delivery_focused,Tuesday,6531.65,4281.6,323,94.38,49.6,-44.78,0.1976,0.1585,69.2,34.45,1,High,Review potential overstaffing and reduce planned hours
2024-12-24,R0044,Stuttgart,fast_food,Tuesday,1091.28,1817.04,138,12.0,23.08,11.08,0.1559,0.1801,90.94,66.51,1,High,Increase planned staff hours for expected demand
2024-12-24,R0057,Heidelberg,family_restaurant,Tuesday,6252.58,5862.53,398,57.5,75.45,17.95,0.1526,0.2136,108.74,6.24,0,High,Increase planned staff hours for expected demand
2024-12-23,R0001,Karlsruhe,casual_dining,Monday,4991.73,4679.9,344,77.37,63.01,-14.36,0.186,0.1616,64.52,6.25,0,High,Review potential overstaffing and reduce planned hours
2024-12-23,R0003,Darmstadt,coffee_shop,Monday,3567.28,4370.01,231,40.26,57.85,17.59,0.1507,0.1767,88.6,22.5,0,High,Increase planned staff hours for expected demand
2024-12-23,R0004,Freiburg,fast_food,Monday,4182.64,3897.13,284,72.74,49.49,-23.25,0.2615,0.191,57.5,6.83,0,High,Review potential overstaffing and reduce planned hours
2024-12-23,R0009,Heidelberg,fast_food,Monday,4193.41,4684.0,265,40.77,59.49,18.72,0.1672,0.2185,102.86,11.7,0,High,Increase planned staff hours for expected demand
2024-12-23,R0011,Stuttgart,fast_food,Monday,5537.24,3980.46,437,100.68,50.55,-50.13,0.3259,0.2276,55.0,28.11,1,High,Review potential overstaffing and reduce planned hours
2024-12-23,R0013,Frankfurt,casual_dining,Monday,4109.4,3576.92,259,65.06,48.16,-16.9,0.1949,0.1657,63.16,12.96,0,High,Review potential overstaffing and reduce planned hours
2024-12-23,R0014,Karlsruhe,fast_food,Monday,2328.03,3440.09,156,25.16,43.69,18.53,0.1862,0.2188,92.52,47.77,1,High,Increase planned staff hours for expected demand
2024-12-23,R0019,Stuttgart,fast_food,Monday,3110.25,2507.44,244,47.37,31.84,-15.53,0.2642,0.2202,65.65,19.38,0,High,Review potential overstaffing and reduce planned hours
2024-12-23,R0026,Frankfurt,casual_dining,Monday,3870.47,4109.03,249,85.35,55.32,-30.03,0.2873,0.1754,45.35,6.16,0,High,Review potential overstaffing and reduce planned hours
2024-12-23,R0034,Freiburg,delivery_focused,Monday,3287.06,3475.71,191,24.61,40.26,15.65,0.124,0.1919,133.59,5.74,0,High,Increase planned staff hours for expected demand
2024-12-23,R0036,Darmstadt,fast_food,Monday,2378.04,3117.0,240,20.16,39.59,19.43,0.1124,0.1684,117.97,31.07,1,High,Increase planned staff hours for expected demand
2024-12-23,R0043,Stuttgart,delivery_focused,Monday,5162.61,4722.99,313,70.95,54.71,-16.24,0.188,0.1585,72.76,8.52,0,High,Review potential overstaffing and reduce planned hours
2024-12-23,R0048,Heidelberg,fast_food,Monday,926.21,1375.69,87,14.21,17.47,3.26,0.2275,0.1883,65.19,48.53,1,High,Check forecast deviation and possible local event/anomaly
2024-12-23,R0053,Mannheim,delivery_focused,Monday,1775.13,2808.15,175,22.91,32.53,9.62,0.1967,0.1765,77.47,58.19,1,High,Increase planned staff hours for expected demand
2024-12-23,R0060,Heidelberg,coffee_shop,Monday,3755.57,2733.9,346,56.1,36.19,-19.91,0.229,0.2029,66.95,27.2,1,High,Review potential overstaffing and reduce planned hours
2024-12-22,R0002,Heidelberg,delivery_focused,Sunday,3136.49,4558.73,230,32.18,52.81,20.63,0.1371,0.1549,97.47,45.34,1,High,Increase planned staff hours for expected demand
2024-12-22,R0008,Mannheim,coffee_shop,Sunday,4130.23,5050.96,293,35.2,66.86,31.66,0.1179,0.1832,117.32,22.29,0,High,Increase planned staff hours for expected demand
2024-12-22,R0011,Stuttgart,fast_food,Sunday,4595.87,6537.01,478,71.97,83.02,11.05,0.2806,0.2276,63.85,42.24,1,High,Increase planned staff hours for expected demand
2024-12-22,R0019,Stuttgart,fast_food,Sunday,3846.28,3297.98,312,56.31,41.88,-14.43,0.2539,0.2202,68.31,14.26,0,High,Review potential overstaffing and reduce planned hours
2024-12-22,R0021,Heidelberg,coffee_shop,Sunday,2740.92,3916.98,336,33.09,51.85,18.76,0.1893,0.2076,82.84,42.91,1,High,Increase planned staff hours for expected demand
2024-12-22,R0024,Mannheim,coffee_shop,Sunday,1969.76,2948.0,204,34.02,39.03,5.01,0.2509,0.1924,57.9,49.66,1,High,Check forecast deviation and possible local event/anomaly
2024-12-22,R0026,Frankfurt,casual_dining,Sunday,6516.46,4819.12,381,118.48,64.88,-53.6,0.2368,0.1754,55.0,26.05,1,High,Review potential overstaffing and reduce planned hours
2024-12-22,R0029,Karlsruhe,coffee_shop,Sunday,6508.72,7159.97,441,77.44,94.78,17.34,0.2137,0.2377,84.05,10.01,0,High,Increase planned staff hours for expected demand
2024-12-22,R0032,Heidelberg,family_restaurant,Sunday,3432.3,4725.65,252,57.42,60.82,3.4,0.208,0.1601,59.78,37.68,1,High,Check forecast deviation and possible local event/anomaly
2024-12-22,R0042,Freiburg,casual_dining,Sunday,11448.28,10134.5,599,155.64,136.45,-19.19,0.1817,0.18,73.56,11.48,0,High,Review potential overstaffing and reduce planned hours
2024-12-22,R0043,Stuttgart,delivery_focused,Sunday,6342.47,4782.99,396,94.73,55.4,-39.33,0.2043,0.1585,66.96,24.59,1,High,Review potential overstaffing and reduce planned hours
2024-12-22,R0049,Heidelberg,coffee_shop,Sunday,4483.78,4616.03,320,45.41,61.11,15.7,0.1659,0.2168,98.74,2.95,0,High,Increase planned staff hours for expected demand
2024-12-22,R0057,Heidelberg,family_restaurant,Sunday,6592.07,7864.93,437,58.88,101.22,42.34,0.1482,0.2136,111.97,19.31,0,High,Increase planned staff hours for expected demand
2024-12-22,R0058,Freiburg,coffee_shop,Sunday,6950.22,4933.07,504,84.97,65.3,-19.67,0.1915,0.2074,81.79,29.02,1,High,Review potential overstaffing and reduce planned hours
2024-12-21,R0002,Heidelberg,delivery_focused,Saturday,4506.33,4926.59,335,38.53,57.07,18.54,0.1143,0.1549,116.95,9.33,0,High,Increase planned staff hours for expected demand
2024-12-21,R0006,Freiburg,fast_food,Saturday,6058.2,5659.53,311,91.7,71.88,-19.82,0.2192,0.1839,66.07,6.58,0,High,Review potential overstaffing and reduce planned hours
2024-12-21,R0007,Freiburg,casual_dining,Saturday,6103.83,4662.58,446,92.8,62.77,-30.03,0.2037,0.1804,65.77,23.61,1,High,Review potential overstaffing and reduce planned hours
2024-12-21,R0009,Heidelberg,fast_food,Saturday,7096.52,5427.47,414,84.35,68.93,-15.42,0.2044,0.2184,84.13,23.52,1,High,Review potential overstaffing and reduce planned hours
