date,restaurant_id,city,restaurant_type,weekday,weekday_name,month,is_weekend,is_holiday,weather,temperature,promotion_active,orders,delivery_orders,dine_in_orders,avg_order_value,revenue,staff_hours,hourly_wage,labor_cost,productivity_per_hour,personnel_cost_ratio,day_of_year,week_of_year,quarter,revenue_lag_1,revenue_lag_7,orders_lag_7,staff_hours_lag_7,revenue_rolling_7,orders_rolling_7,productivity_rolling_7
2024-01-22,R0001,Karlsruhe,casual_dining,0,Monday,1,0,0,cloudy,9.3,0,323,108,215,16.14,5213.68,82.51,12.0,990.08,63.19,0.1899,22,4,1,4972.53,4298.28,261.0,55.06,4858.594285714285,305.14285714285717,66.47857142857143
2024-01-23,R0001,Karlsruhe,casual_dining,1,Tuesday,1,0,0,cloudy,6.9,0,240,36,204,16.41,3938.59,65.87,12.0,790.49,59.79,0.2007,23,4,1,5213.68,3705.21,247.0,57.0,4989.365714285714,314.0,64.35428571428571
2024-01-24,R0001,Karlsruhe,casual_dining,2,Wednesday,1,0,0,sunny,9.4,0,315,92,223,15.45,4866.79,62.34,12.0,748.1,78.07,0.1537,24,4,1,3938.59,4012.27,288.0,60.83,5022.705714285715,313.0,63.61
2024-01-25,R0001,Karlsruhe,casual_dining,3,Thursday,1,0,0,rainy,2.3,0,321,52,269,17.02,5461.86,72.78,12.0,873.37,75.05,0.1599,25,4,1,4866.79,5994.4,326.0,94.65,5144.78,316.85714285714283,65.34
2024-01-26,R0001,Karlsruhe,casual_dining,4,Friday,1,0,0,snowy,-10.8,0,296,76,220,15.12,4476.69,59.24,12.0,710.92,75.56,0.1588,26,4,1,5461.86,5504.59,348.0,79.13,5068.702857142857,316.14285714285717,67.01428571428572
2024-01-27,R0001,Karlsruhe,casual_dining,5,Saturday,1,1,0,rainy,2.5,1,459,125,334,16.3,7481.45,109.24,12.0,1310.93,68.48,0.1752,27,4,1,4476.69,5522.88,357.0,96.19,4921.860000000001,308.7142857142857,67.87
2024-01-28,R0001,Karlsruhe,casual_dining,6,Sunday,1,1,0,snowy,8.5,0,242,49,193,17.59,4256.28,76.11,12.0,913.37,55.92,0.2146,28,4,1,7481.45,4972.53,309.0,75.33,5201.655714285714,323.2857142857143,69.45
2024-01-29,R0001,Karlsruhe,casual_dining,0,Monday,1,0,0,sunny,1.8,0,277,52,225,17.89,4954.3,70.38,12.0,844.55,70.39,0.1705,29,5,1,4256.28,5213.68,323.0,82.51,5099.334285714286,313.7142857142857,68.00857142857143
2024-01-30,R0001,Karlsruhe,casual_dining,1,Tuesday,1,0,0,sunny,1.8,0,302,94,208,15.15,4575.6,54.57,12.0,654.87,83.84,0.1431,30,5,1,4954.3,3938.59,240.0,65.87,5062.28,307.14285714285717,69.03714285714285
2024-01-31,R0001,Karlsruhe,casual_dining,2,Wednesday,1,0,0,cloudy,0.1,0,288,57,231,15.62,4498.1,69.41,12.0,832.97,64.8,0.1852,31,5,1,4575.6,4866.79,315.0,62.34,5153.2814285714285,316.0,72.47285714285714
2024-02-01,R0001,Karlsruhe,casual_dining,3,Thursday,2,0,0,cloudy,5.0,0,332,87,245,16.35,5428.85,87.66,12.0,1051.87,61.93,0.1938,32,5,1,4498.1,5461.86,321.0,72.78,5100.611428571428,312.14285714285717,70.57714285714286
2024-02-02,R0001,Karlsruhe,casual_dining,4,Friday,2,0,0,cloudy,14.2,0,326,39,287,14.51,4730.09,67.58,12.0,810.99,69.99,0.1715,33,5,1,5428.85,4476.69,296.0,59.24,5095.895714285715,313.7142857142857,68.70285714285714
2024-02-03,R0001,Karlsruhe,casual_dining,5,Saturday,2,1,0,snowy,3.6,0,304,84,220,17.02,5174.58,79.85,12.0,958.2,64.8,0.1852,34,5,1,4730.09,7481.45,459.0,109.24,5132.095714285714,318.0,67.90714285714286
2024-02-04,R0001,Karlsruhe,casual_dining,6,Sunday,2,1,0,cloudy,0.7,0,283,68,215,15.76,4460.94,63.66,12.0,763.92,70.07,0.1712,35,5,1,5174.58,4256.28,242.0,76.11,4802.542857142857,295.85714285714283,67.38142857142857
2024-02-05,R0001,Karlsruhe,casual_dining,0,Monday,2,0,0,snowy,4.9,0,252,62,190,15.52,3911.83,46.56,12.0,558.72,84.02,0.1428,36,6,1,4460.94,4954.3,277.0,70.38,4831.78,301.7142857142857,69.40285714285714
2024-02-06,R0001,Karlsruhe,casual_dining,1,Tuesday,2,0,0,rainy,-1.8,0,284,35,249,18.45,5239.2,75.28,12.0,903.34,69.6,0.1724,37,6,1,3911.83,4575.6,302.0,54.57,4682.855714285714,298.14285714285717,71.35
2024-02-07,R0001,Karlsruhe,casual_dining,2,Wednesday,2,0,0,snowy,5.2,0,254,22,232,18.22,4627.65,63.27,12.0,759.26,73.14,0.1641,38,6,1,5239.2,4498.1,288.0,69.41,4777.655714285714,295.57142857142856,69.31571428571428
2024-02-08,R0001,Karlsruhe,casual_dining,3,Thursday,2,0,0,cloudy,1.9,0,319,83,236,13.54,4320.52,63.84,12.0,766.07,67.68,0.1773,39,6,1,4627.65,5428.85,332.0,87.66,4796.162857142857,290.7142857142857,70.50714285714285
2024-02-09,R0001,Karlsruhe,casual_dining,4,Friday,2,0,0,cloudy,10.4,0,377,96,281,16.84,6349.89,82.79,12.0,993.49,76.7,0.1565,40,6,1,4320.52,4730.09,326.0,67.58,4637.83,288.85714285714283,71.32857142857142
2024-02-10,R0001,Karlsruhe,casual_dining,5,Saturday,2,1,0,sunny,6.7,0,360,55,305,16.43,5915.39,80.86,12.0,970.37,73.15,0.164,41,6,1,6349.89,5174.58,304.0,79.85,4869.2300000000005,296.14285714285717,72.28714285714285
2024-02-11,R0001,Karlsruhe,casual_dining,6,Sunday,2,1,0,sunny,7.6,0,420,93,327,15.28,6417.0,103.33,12.0,1240.01,62.1,0.1932,42,6,1,5915.39,4460.94,283.0,63.66,4975.0599999999995,304.14285714285717,73.48
2024-02-12,R0001,Karlsruhe,casual_dining,0,Monday,2,0,0,sunny,0.9,0,272,37,235,17.62,4793.41,57.03,12.0,684.38,84.05,0.1428,43,7,1,6417.0,3911.83,252.0,46.56,5254.4971428571425,323.7142857142857,72.34142857142858
2024-02-13,R0001,Karlsruhe,casual_dining,1,Tuesday,2,0,0,rainy,12.1,0,207,40,167,15.45,3197.69,49.19,12.0,590.31,65.0,0.1846,44,7,1,4793.41,5239.2,284.0,75.28,5380.437142857142,326.57142857142856,72.34571428571428
2024-02-14,R0001,Karlsruhe,casual_dining,2,Wednesday,2,0,0,sunny,-1.6,0,265,101,164,16.76,4441.5,70.85,12.0,850.16,62.69,0.1914,45,7,1,3197.69,4627.65,254.0,63.27,5088.792857142857,315.57142857142856,71.68857142857144
2024-02-15,R0001,Karlsruhe,casual_dining,3,Thursday,2,0,0,sunny,2.3,0,270,50,220,16.07,4337.58,80.59,12.0,967.06,53.82,0.2229,46,7,1,4441.5,4320.52,319.0,63.84,5062.2,317.14285714285717,70.19571428571429
2024-02-16,R0001,Karlsruhe,casual_dining,4,Friday,2,0,0,cloudy,3.1,1,449,67,382,16.27,7303.72,116.56,12.0,1398.78,62.66,0.1915,47,7,1,4337.58,6349.89,377.0,82.79,5064.637142857144,310.14285714285717,68.2157142857143
2024-02-17,R0001,Karlsruhe,casual_dining,5,Saturday,2,1,0,cloudy,10.1,0,399,76,323,14.68,5856.63,91.09,12.0,1093.1,64.29,0.1866,48,7,1,7303.72,5915.39,360.0,80.86,5200.898571428572,320.42857142857144,66.21000000000001
2024-02-18,R0001,Karlsruhe,casual_dining,6,Sunday,2,1,0,cloudy,-4.5,0,320,90,230,12.52,4005.52,64.52,12.0,774.28,62.08,0.1933,49,7,1,5856.63,6417.0,420.0,103.33,5192.504285714285,326.0,64.94428571428571
2024-02-19,R0001,Karlsruhe,casual_dining,0,Monday,2,0,0,cloudy,0.4,0,277,70,207,18.95,5248.82,85.5,12.0,1026.01,61.39,0.1955,50,8,1,4005.52,4793.41,272.0,57.03,4848.007142857144,311.7142857142857,64.94142857142857
2024-02-20,R0001,Karlsruhe,casual_dining,1,Tuesday,2,0,0,cloudy,3.2,0,317,58,259,15.17,4810.06,71.82,12.0,861.78,66.98,0.1792,51,8,1,5248.82,3197.69,207.0,49.19,4913.065714285714,312.42857142857144,61.70428571428571
2024-02-21,R0001,Karlsruhe,casual_dining,2,Wednesday,2,0,0,sunny,8.0,0,303,60,243,16.26,4926.69,84.61,12.0,1015.36,58.23,0.2061,52,8,1,4810.06,4441.5,265.0,70.85,5143.404285714286,328.14285714285717,61.98714285714285
2024-02-22,R0001,Karlsruhe,casual_dining,3,Thursday,2,0,0,sunny,-7.3,1,294,43,251,14.6,4292.01,65.95,12.0,791.42,65.08,0.1844,53,8,1,4926.69,4337.58,270.0,80.59,5212.717142857144,333.57142857142856,61.35000000000001
2024-02-23,R0001,Karlsruhe,casual_dining,4,Friday,2,0,0,sunny,9.6,0,381,54,327,17.22,6559.04,93.49,12.0,1121.88,70.16,0.171,54,8,1,4292.01,7303.72,449.0,116.56,5206.207142857143,337.0,62.958571428571425
2024-02-24,R0001,Karlsruhe,casual_dining,5,Saturday,2,1,0,cloudy,6.8,0,400,54,346,16.76,6705.43,105.02,12.0,1260.29,63.85,0.188,55,8,1,6559.04,5856.63,399.0,91.09,5099.824285714285,327.2857142857143,64.03
2024-02-25,R0001,Karlsruhe,casual_dining,6,Sunday,2,1,0,cloudy,2.9,0,366,50,316,15.4,5634.63,87.51,12.0,1050.11,64.39,0.1864,56,8,1,6705.43,4005.52,320.0,64.52,5221.081428571429,327.42857142857144,63.96714285714285
2024-02-26,R0001,Karlsruhe,casual_dining,0,Monday,2,0,0,cloudy,9.6,0,240,58,182,17.75,4260.23,71.93,12.0,863.19,59.23,0.2026,57,9,1,5634.63,5248.82,277.0,85.5,5453.811428571428,334.0,64.29714285714286
2024-02-27,R0001,Karlsruhe,casual_dining,1,Tuesday,2,0,0,cloudy,-1.7,0,281,57,224,16.56,4654.7,75.02,12.0,900.27,62.04,0.1934,58,9,1,4260.23,4810.06,317.0,71.82,5312.584285714286,328.7142857142857,63.98857142857143
2024-02-28,R0001,Karlsruhe,casual_dining,2,Wednesday,2,0,0,sunny,4.8,1,310,93,217,12.93,4008.29,70.32,12.0,843.86,57.0,0.2105,59,9,1,4654.7,4926.69,303.0,84.61,5290.39,323.57142857142856,63.28285714285715
2024-02-29,R0001,Karlsruhe,casual_dining,3,Thursday,2,0,0,rainy,-1.1,1,387,101,286,18.19,7038.87,106.28,12.0,1275.32,66.23,0.1812,60,9,1,4008.29,4292.01,294.0,65.95,5159.1900000000005,324.57142857142856,63.107142857142854
2024-03-01,R0001,Karlsruhe,casual_dining,4,Friday,3,0,0,sunny,8.5,0,354,128,226,18.51,6554.24,114.46,12.0,1373.48,57.26,0.2096,61,9,1,7038.87,6559.04,381.0,93.49,5551.598571428572,337.85714285714283,63.271428571428565
2024-03-02,R0001,Karlsruhe,casual_dining,5,Saturday,3,1,0,sunny,8.4,0,467,126,341,17.48,8161.28,137.45,12.0,1649.42,59.38,0.2021,62,9,1,6554.24,6705.43,400.0,105.02,5550.912857142857,334.0,61.42857142857144
2024-03-03,R0001,Karlsruhe,casual_dining,6,Sunday,3,1,0,sunny,16.2,0,382,44,338,15.13,5779.03,105.87,12.0,1270.38,54.59,0.2198,63,9,1,8161.28,5634.63,366.0,87.51,5758.891428571428,343.57142857142856,60.790000000000006
2024-03-04,R0001,Karlsruhe,casual_dining,0,Monday,3,0,0,sunny,21.6,0,341,80,261,15.87,5410.67,75.57,12.0,906.83,71.6,0.1676,64,10,1,5779.03,4260.23,240.0,71.93,5779.5199999999995,345.85714285714283,59.38999999999999
2024-03-05,R0001,Karlsruhe,casual_dining,1,Tuesday,3,0,0,cloudy,15.0,0,289,105,184,15.75,4551.1,77.75,12.0,933.0,58.54,0.205,65,10,1,5410.67,4654.7,281.0,75.02,5943.86857142857,360.2857142857143,61.15714285714286
2024-03-06,R0001,Karlsruhe,casual_dining,2,Wednesday,3,0,0,rainy,13.1,0,287,59,228,14.44,4145.5,60.16,12.0,721.89,68.91,0.1741,66,10,1,4551.1,4008.29,310.0,70.32,5929.068571428572,361.42857142857144,60.65714285714285
2024-03-07,R0001,Karlsruhe,casual_dining,3,Thursday,3,0,0,sunny,6.7,0,280,83,197,15.69,4393.74,76.2,12.0,914.38,57.66,0.2081,67,10,1,4145.5,7038.87,387.0,106.28,5948.67,358.14285714285717,62.35857142857143
2024-03-08,R0001,Karlsruhe,casual_dining,4,Friday,3,0,0,sunny,18.1,0,352,88,264,16.3,5737.39,101.55,12.0,1218.64,56.5,0.2124,68,10,1,4393.74,6554.24,354.0,114.46,5570.794285714285,342.85714285714283,61.1342857142857
2024-03-09,R0001,Karlsruhe,casual_dining,5,Saturday,3,1,0,cloudy,18.5,0,403,82,321,16.13,6501.93,96.07,12.0,1152.81,67.68,0.1773,69,10,1,5737.39,8161.28,467.0,137.45,5454.101428571428,342.57142857142856,61.02571428571428
2024-03-10,R0001,Karlsruhe,casual_dining,6,Sunday,3,1,0,sunny,14.3,1,463,110,353,15.33,7097.24,114.34,12.0,1372.03,62.07,0.1933,70,10,1,6501.93,5779.03,382.0,105.87,5217.051428571429,333.42857142857144,62.21142857142858
2024-03-11,R0001,Karlsruhe,casual_dining,0,Monday,3,0,0,sunny,7.3,0,260,18,242,13.1,3405.94,53.57,12.0,642.79,63.58,0.1887,71,11,1,7097.24,5410.67,341.0,75.57,5405.367142857142,345.0,63.28000000000001
2024-03-12,R0001,Karlsruhe,casual_dining,1,Tuesday,3,0,0,cloudy,13.2,0,205,70,135,16.37,3355.06,46.68,12.0,560.15,71.88,0.167,72,11,1,3405.94,4551.1,289.0,77.75,5118.977142857142,333.42857142857144,62.13428571428572
2024-03-13,R0001,Karlsruhe,casual_dining,2,Wednesday,3,0,0,rainy,11.1,0,284,104,180,17.71,5028.83,76.21,12.0,914.52,65.99,0.1819,73,11,1,3355.06,4145.5,287.0,60.16,4948.114285714286,321.42857142857144,64.04
2024-03-14,R0001,Karlsruhe,casual_dining,3,Thursday,3,0,0,sunny,22.5,0,346,86,260,16.02,5543.54,114.56,12.0,1374.78,48.39,0.248,74,11,1,5028.83,4393.74,280.0,76.2,5074.304285714286,321.0,63.62285714285714
2024-03-15,R0001,Karlsruhe,casual_dining,4,Friday,3,0,0,sunny,17.3,0,385,112,273,15.21,5857.67,92.14,12.0,1105.71,63.57,0.1888,75,11,1,5543.54,5737.39,352.0,101.55,5238.561428571428,330.42857142857144,62.298571428571435
2024-03-16,R0001,Karlsruhe,casual_dining,5,Saturday,3,1,0,sunny,14.4,0,469,128,341,13.33,6253.34,88.43,12.0,1061.18,70.71,0.1697,76,11,1,5857.67,6501.93,403.0,96.07,5255.744285714286,335.14285714285717,63.30857142857143
2024-03-17,R0001,Karlsruhe,casual_dining,6,Sunday,3,1,0,cloudy,5.8,0,328,36,292,16.93,5553.62,83.54,12.0,1002.54,66.47,0.1805,77,11,1,6253.34,7097.24,463.0,114.34,5220.231428571429,344.57142857142856,63.74142857142858
2024-03-18,R0001,Karlsruhe,casual_dining,0,Monday,3,0,0,sunny,10.1,1,314,70,244,16.79,5273.0,67.04,12.0,804.53,78.65,0.1526,78,12,1,5553.62,3405.94,260.0,53.57,4999.714285714285,325.2857142857143,64.36999999999999
2024-03-19,R0001,Karlsruhe,casual_dining,1,Tuesday,3,0,0,sunny,3.2,0,309,73,236,15.82,4886.85,83.9,12.0,1006.74,58.25,0.206,79,12,1,5273.0,3355.06,205.0,46.68,5266.437142857142,333.0,66.52285714285713
2024-03-20,R0001,Karlsruhe,casual_dining,2,Wednesday,3,0,0,rainy,7.4,1,359,66,293,17.47,6271.67,73.75,12.0,884.94,85.05,0.1411,80,12,1,4886.85,5028.83,284.0,76.21,5485.264285714286,347.85714285714283,64.57571428571428
2024-03-21,R0001,Karlsruhe,casual_dining,3,Thursday,3,0,0,cloudy,4.5,0,312,60,252,15.9,4961.29,85.96,12.0,1031.57,57.71,0.2079,81,12,1,6271.67,5543.54,346.0,114.56,5662.812857142858,358.57142857142856,67.29857142857142
2024-03-22,R0001,Karlsruhe,casual_dining,4,Friday,3,0,0,cloudy,9.6,0,311,70,241,16.36,5087.34,78.6,12.0,943.21,64.72,0.1854,82,12,1,4961.29,5857.67,385.0,92.14,5579.634285714286,353.7142857142857,68.63000000000001
2024-03-23,R0001,Karlsruhe,casual_dining,5,Saturday,3,1,0,rainy,20.9,1,458,103,355,14.19,6499.61,90.95,12.0,1091.45,71.46,0.1679,83,12,1,5087.34,6253.34,469.0,88.43,5469.587142857143,343.14285714285717,68.79428571428572
2024-03-24,R0001,Karlsruhe,casual_dining,6,Sunday,3,1,0,sunny,9.2,0,355,110,245,17.14,6082.94,109.09,12.0,1309.08,55.76,0.2152,84,12,1,6499.61,5553.62,328.0,83.54,5504.768571428572,341.57142857142856,68.90142857142857
2024-03-25,R0001,Karlsruhe,casual_dining,0,Monday,3,0,0,sunny,15.6,0,289,66,223,14.72,4255.32,62.92,12.0,755.0,67.63,0.1774,85,13,1,6082.94,5273.0,314.0,67.04,5580.385714285714,345.42857142857144,67.37142857142857
2024-03-26,R0001,Karlsruhe,casual_dining,1,Tuesday,3,0,0,cloudy,12.2,0,306,69,237,15.55,4758.14,74.66,12.0,895.91,63.73,0.1883,86,13,1,4255.32,4886.85,309.0,83.9,5435.002857142857,341.85714285714283,65.79714285714284
2024-03-27,R0001,Karlsruhe,casual_dining,2,Wednesday,3,0,0,cloudy,15.2,0,323,41,282,16.62,5367.56,83.43,12.0,1001.18,64.33,0.1865,87,13,1,4758.14,6271.67,359.0,73.75,5416.615714285714,341.42857142857144,66.58
2024-03-28,R0001,Karlsruhe,casual_dining,3,Thursday,3,0,0,sunny,17.7,0,386,121,265,16.49,6364.91,102.7,12.0,1232.39,61.98,0.1936,88,13,1,5367.56,4961.29,312.0,85.96,5287.4571428571435,336.2857142857143,63.620000000000005
2024-03-29,R0001,Karlsruhe,casual_dining,4,Friday,3,0,1,sunny,11.2,0,319,26,293,11.11,3543.6,58.08,12.0,696.95,61.01,0.1967,89,13,1,6364.91,5087.34,311.0,78.6,5487.9742857142855,346.85714285714283,64.22999999999999
2024-03-30,R0001,Karlsruhe,casual_dining,5,Saturday,3,1,0,sunny,15.4,1,612,244,368,15.22,9315.97,146.06,12.0,1752.72,63.78,0.1881,90,13,1,3543.6,6499.61,458.0,90.95,5267.44,348.0,63.699999999999996
2024-03-31,R0001,Karlsruhe,casual_dining,6,Sunday,3,1,0,sunny,15.0,0,340,73,267,15.71,5340.98,72.32,12.0,867.89,73.85,0.1625,91,13,1,9315.97,6082.94,355.0,109.09,5669.777142857143,370.0,62.60285714285715
2024-04-01,R0001,Karlsruhe,casual_dining,0,Monday,4,0,1,sunny,11.7,0,232,49,183,15.48,3592.24,57.59,12.0,691.06,62.38,0.1924,92,14,2,5340.98,4255.32,289.0,62.92,5563.782857142856,367.85714285714283,65.18714285714286
2024-04-02,R0001,Karlsruhe,casual_dining,1,Tuesday,4,0,0,sunny,16.1,0,357,38,319,15.32,5467.59,89.55,12.0,1074.54,61.06,0.1965,93,14,2,3592.24,4758.14,306.0,74.66,5469.057142857142,359.7142857142857,64.43714285714285
2024-04-03,R0001,Karlsruhe,casual_dining,2,Wednesday,4,0,0,sunny,15.3,0,367,99,268,16.34,5996.09,80.82,12.0,969.88,74.19,0.1618,94,14,2,5467.59,5367.56,323.0,83.43,5570.407142857142,367.0,64.05571428571429
2024-04-04,R0001,Karlsruhe,casual_dining,3,Thursday,4,0,0,cloudy,14.7,0,322,93,229,15.22,4902.06,88.24,12.0,1058.92,55.55,0.216,95,14,2,5996.09,6364.91,386.0,102.7,5660.197142857142,373.2857142857143,65.46428571428571
2024-04-05,R0001,Karlsruhe,casual_dining,4,Friday,4,0,0,cloudy,22.0,0,396,90,306,16.85,6671.92,105.99,12.0,1271.92,62.95,0.1906,96,14,2,4902.06,3543.6,319.0,58.08,5451.2185714285715,364.14285714285717,64.54571428571428
2024-04-06,R0001,Karlsruhe,casual_dining,5,Saturday,4,1,0,cloudy,17.1,0,408,89,319,16.68,6803.6,110.32,12.0,1323.84,61.67,0.1946,97,14,2,6671.92,9315.97,612.0,146.06,5898.121428571429,375.14285714285717,64.82285714285715
2024-04-07,R0001,Karlsruhe,casual_dining,6,Sunday,4,1,0,cloudy,16.4,0,378,126,252,14.25,5385.05,80.22,12.0,962.6,67.13,0.1788,98,14,2,6803.6,5340.98,340.0,72.32,5539.211428571429,346.0,64.52142857142857
2024-04-08,R0001,Karlsruhe,casual_dining,0,Monday,4,0,0,sunny,4.7,0,307,59,248,15.5,4757.09,79.22,12.0,950.65,60.05,0.1998,99,15,2,5385.05,3592.24,232.0,57.59,5545.507142857142,351.42857142857144,63.56142857142857
2024-04-09,R0001,Karlsruhe,casual_dining,1,Tuesday,4,0,0,rainy,14.7,0,302,57,245,13.11,3959.54,48.55,12.0,582.65,81.55,0.1472,100,15,2,4757.09,5467.59,357.0,89.55,5711.914285714286,362.14285714285717,63.228571428571435
2024-04-10,R0001,Karlsruhe,casual_dining,2,Wednesday,4,0,0,cloudy,13.2,0,359,64,295,16.12,5785.29,95.12,12.0,1141.48,60.82,0.1973,101,15,2,3959.54,5996.09,367.0,80.82,5496.478571428573,354.2857142857143,66.1557142857143
2024-04-11,R0001,Karlsruhe,casual_dining,3,Thursday,4,0,0,rainy,10.4,0,297,81,216,16.9,5018.94,71.19,12.0,854.28,70.5,0.1702,102,15,2,5785.29,4902.06,322.0,88.24,5466.364285714286,353.14285714285717,64.24571428571429
2024-04-12,R0001,Karlsruhe,casual_dining,4,Friday,4,0,0,cloudy,17.9,0,351,62,289,14.73,5171.79,85.5,12.0,1026.02,60.49,0.1984,103,15,2,5018.94,6671.92,396.0,105.99,5483.061428571428,349.57142857142856,66.38142857142857
